section,descriçao,Tipo,valor,quartos,banheiros,metros_quadrados,vagas_carro,cidade,bairro,data de postagem
13,"Cidade Alpha casa com 05 suítes mais Dce , piscina privativa Eusébio- Ceará",casa,2.790.000,5,2,406,,Eusébio,,26-08-2024  15:03
14,Casa de condomínio para venda com 300 metros quadrados com 4 quartos em Pires Façanha - Eu,casa,2.900.000,4,2,300,,Eusébio, Pires Façanha,26-08-2024  15:02
15,Cidade alpha casa Duplex com 04 suítes mais Dce completa e piscina privativa,casa,1.700.000,5,2,250,,Eusébio,,26-08-2024  15:02
16,Casa de condomínio para venda tem 235 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,1.500.000,4,2,235,,Eusébio,,26-08-2024  15:02
17,Casa de condomínio para venda tem 245 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,1.700.000,4,1,245,,Eusébio,,26-08-2024  15:02
18,Casa de condomínio para venda tem 135 metros quadrados com 3 quartos em Autódromo - Eusébi,casa,520.000,3,1,135,,Eusébio,,26-08-2024  15:02
19,Casa de condomínio100% mobiliada paraluguel e venda com 260 m2 4 suítes e piscina privativ,casa,1.590.000,4,2,260,,Eusébio,,26-08-2024  15:02
20,"Soalris Vitta, Eusébio, 191m2, 4 Suítes, Piscina, Hidro e Kit de Energia Solar",casa,999.990,4,4,191,,Eusébio,,26-08-2024  15:01
21,Casa de condomínio para venda possui 290 metros quadrados com 4 quartos,casa,2.200.000,4,2,290,,Eusébio,,26-08-2024  15:01
22,Casa de condomínio para venda tem 270 metros quadrados com 4 quartos,casa,1.390.000,4,2,270,,Fortaleza, José de Alencar,26-08-2024  15:00
23,Casa de condomínio para venda tem 254 metros quadrados com 4 quartos em Centro - Eusébio -,casa,1.390.000,4,2,254,,Eusébio,,26-08-2024  15:00
24,Casa de condomínio para venda com 270 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,1.350.000,4,2,270,,Eusébio,,26-08-2024  15:00
25,Casa de condomínio para venda possui 367 metros quadrados com 5 quartos,casa,2.750.000,5,1,367,,Eusébio,,26-08-2024  15:00
26,Casa Nova recém construída com 04 suítes e piscina privativa - Cidade Alpha - Eusébio - CE,casa,1.690.000,4,2,252,,Eusébio,,26-08-2024  15:00
27,Casa para venda com 102 metros quadrados com 3 quartos em Coité - Eusébio - CE,casa,450.000,3,1,102,,Eusébio,,26-08-2024  15:00
28,"Casa Poente Cidade Alpha 267 m2 , 4 suítes , projeto iluminotecnico ok",casa,1.690.000,4,2,267,,Eusébio,,26-08-2024  15:00
29,Casa de condomínio para venda possui 165 metros quadrados com 3 quartos,casa,1.300.000,3,1,165,,Eusébio,,26-08-2024  15:00
30,Casa na Cidade Alpha com valor de oportunidade com 04 suítes e piscina privativa,casa,1.500.000,4,1,207,,Eusébio,,26-08-2024  14:59
31,Casa de esquina na Cidade Alpha com 4 suítes e piscina privativa e móveis Fixos - Eusébio,casa,1.650.000,4,1,230,,Eusébio,,26-08-2024  14:59
32,Cidade Alpha Duplex com piscina privativa e 4 suites amplas - Eusébio - CE,casa,1.490.000,4,2,260,,Eusébio,,26-08-2024  14:59
33,Casa Duplex sem vizinho de fundo 258 m2 e 4 suítes e piscina privativa Cidade Alpha - Eusé,casa,1.700.000,4,2,258,,Eusébio,,26-08-2024  14:59
34,Casa de condomínio para venda tem 220 metros quadrados com 4 quartos em Urucunema - Eusébi,casa,1.350.000,4,1,220,,Eusébio,,26-08-2024  14:59
35,Casa de condomínio para venda com 180 metros quadrados com 3 quartos em Urucunema - Eusébi,casa,1.100.000,3,1,180,,Eusébio,,26-08-2024  14:58
36,Casa Duplex Mobiliada em condomínio fechado na Maraponga com 04 suítes,casa,1.749.000,4,1,250,,Fortaleza, Jardim Cearense,26-08-2024  14:58
37,Casa para venda com 120 metros quadrados com 3 quartos no - Eusébio - CE,casa,415.000,3,1,120,,Eusébio,,26-08-2024  14:58
38,Cidade Alpha Residencial Ceará com valor de Oportunidade com 04 suítes e área de Lazer,casa,2.490.000,4,2,296,,Eusébio,,26-08-2024  14:58
39,"Casa Mobiliada Capa de revista com 04 suítes e escritório, piscina privativa lote de 525 m",casa,3.900.000,5,2,390,,Eusébio,,26-08-2024  14:58
40,Casa de condomínio para venda com 262 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,1.890.000,4,2,262,,Eusébio,,26-08-2024  14:58
41,Casa de condomínio para venda tem 320 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,2.790.000,4,2,320,,Eusébio,,26-08-2024  14:58
42,Casa de condomínio para venda possui 318 m2 04 suítes com closet e piscina privativa,casa,1.890.000,4,2,318,,Eusébio,,26-08-2024  14:57
43,Casa de luxo com 04 suítes sem vizinho em Cidade Alpha - Eusébio - CE,casa,1.590.000,4,2,272,,Eusébio,,26-08-2024  14:57
44,Imóvel para venda possui 270 metros quadrados com 4 quartos em Coacu - Eusébio - CE,casa,2.100.000,4,1,270,,Eusébio,,26-08-2024  14:57
45,Casa Plana de 03 suítes + escritório com 193 m2 sem vizinho de fundo Cidade Alpha - Eusébi,casa,1.270.000,4,1,193,,Eusébio,,26-08-2024  14:57
46,Imóvel para venda com 274 metros quadrados com 5 quartos em Cidade Alpha - Eusébio - CE,casa,1.650.000,5,2,274,,Eusébio,,26-08-2024  14:57
47,Casa a venda na Serrinha - Fortaleza - CE,casa,420.000,2,1,115,,Fortaleza, Serrinha,26-08-2024  14:57
48,Casa em Rua Privativa com 03 suítes em lote de 180 m2 e 102 m2 construída,casa,509.000,3,1,102,,Eusébio,,26-08-2024  14:56
49,Imóvel para venda com 94 metros quadrados com 3 quartos em Urucunema - Eusébio - CE,casa,420.000,3,1,94,,Eusébio, Urucunema,26-08-2024  14:56
50,Imóvel para venda tem 130 metros quadrados com 3 quartos em José de Alencar - Fortaleza -,casa,650.000,3,1,130,,Fortaleza, José de Alencar,26-08-2024  14:56
51,"Casa Mobiliada com 05 quartos sendo 04 suítes , climatizada e jacuzzi Cidade Alpha - Euséb",casa,1.950.000,5,1,270,,Eusébio,,26-08-2024  14:56
52,Imóvel para venda possui 106 metros quadrados com 3 quartos em Pires Façanha - Eusébio - C,casa,399.000,3,1,106,,Eusébio,,26-08-2024  14:56
53,Imóvel para venda tem 104 metros quadrados com 3 quartos em Pires Façanha - Eusébio - CE,casa,480.000,3,1,104,,Eusébio,,26-08-2024  14:56
54,Imóvel para venda possui 141 metros quadrados com 4 quartos em Coité - Eusébio - CE,casa,649.000,4,1,141,,Eusébio,,26-08-2024  14:56
1,Vende-se casa duplex no bairro Vila Peri,casa,290.000,4,3,160,1,Fortaleza, Vila Peri,25-08-2024  15:03
2,CASA DE ESQUINA NO EUSÉBIO,casa,849.000,3,4,,,Eusébio, Centro,25-08-2024  14:29
3,Casa reformada no bairro José de Alencar à venda,casa,98.000,,,,,Fortaleza, José de Alencar,25-08-2024  14:24
4,Vendo CASA Siqueira - menor preço da região.,casa,95.000,2,1,112,1,Fortaleza, Siqueira,25-08-2024  13:53
5,Casa com ponto comercial,casa,180.000,2,1,10000,,Fortaleza, Pici,26-08-2024  14:55
6,"Casa na Cidade Alpha , 248 m2 com 04 suítes, piscina privativa e Automação - Eusébio - CE",casa,1.590.000,4,2,248,,Eusébio,,26-08-2024  14:45
7,Casa Mobiliada Duplex com 190 m2 com 4 quartos em Cidade Alpha - Eusébio - CE,casa,1.300.000,4,1,190,,Eusébio,,26-08-2024  14:40
8,CASA A VENDA NO EUSÉBIO,casa,,3,2,66,,Fortaleza, Jardim das Oliveiras,26-08-2024  14:39
9,Imóvel para venda tem 260 metros quadrados com 4 quartos em Cidade Alpha - Eusébio - CE,casa,1.590.000,4,1,260,,Eusébio,,26-08-2024  14:38
10,Imóvel para venda com 132 metros quadrados com 3 quartos em Guaribas - Eusébio - CE,casa,810.000,3,1,132,,Eusébio,,26-08-2024  14:38
11,Casa Mobiliada porteira fechada com 04 suítes em Cidade Alpha - Eusébio - CE,casa,1.480.000,4,2,200,,Eusébio,,26-08-2024  14:38
12,Casa Mobiliada com 170 m2 com 4 suítes em Cidade Alpha - Eusébio - CE,casa,1.299.000,4,2,170,,Eusébio,,26-08-2024  14:38
13,Imóvel para venda com 254 metros quadrados com 4 quartos em Cidade Alpha - Eusébio - CE,casa,1.790.000,4,1,254,,Eusébio,,26-08-2024  14:38
14,Imóvel para venda tem 240 metros quadrados com 4 quartos em Cidade Alpha - Eusébio - CE,casa,1.800.000,4,1,240,,Eusébio,,26-08-2024  14:38
15,CASA MOBILIADA,casa,1.000.000,5,5,340,,Fortaleza, Cajazeiras,26-08-2024  14:29
16,Casa no Porto das Dunas,casa,1.000.000,5,5,300,,Aquiraz,,26-08-2024  14:28
17,Casa de esquina com 338m² na Cidade Alpha com piscina,casa,1.899.990,4,5,338,,Eusébio,,26-08-2024  14:26
18,MANSÃO DE LUXO NO JARDINS DA SERRA,casa,1.980.000,3,4,350,,Maracanaú, Pau-Serrado,26-08-2024  14:25
19,Casa Grande no Vicente Pinzon - Preço Negociável,casa,170.000,5,4,,,Fortaleza, Vicente Pinzon,26-08-2024  14:24
20,CASA NOVA EM EUSÉBIO!,casa,26.000,3,3,,,Eusébio, Coaçu,26-08-2024  14:24
21,Vendo belíssimo duplex com piscina e três suítes no Paracuru.,casa,330.000,3,4,,,Paracuru,,26-08-2024  14:11
22,Casa no Antônio Bezerra,casa,260.000,3,2,,,Fortaleza, Antônio Bezerra,26-08-2024  14:05
23,39.MIL PARA VENDE LOGO,casa,39.000,2,1,,,Fortaleza, Mondubim,26-08-2024  14:03
24,Vende-se casa plana alta em Eusébio,casa,380.000,3,2,100,,Eusébio, Guaribas,26-08-2024  13:52
25,Linda casa de Repasse Itaitinga,casa,60.000,3,2,80,1,Itaitinga,,26-08-2024  13:46
26,Oportunidade ! Casas duplex novas prontas para morar! Alto padrão região Maraponga.,casa,389.000,3,4,94,,Fortaleza, Mondubim,26-08-2024  13:32
27,Excelente casa de repasse Ancuri,casa,55.000,2,2,80,1,Itaitinga,,26-08-2024  13:31
28,"EXCELENTE CASA PLANA, NASCENTE, PRÓXIMO A PRAÇA DO SUMARÉ E IGREJA CANAÃ.",casa,390.000,3,2,91,,Fortaleza, Passaré,26-08-2024  13:28
29,Casa duplex no Tapuiu Aquiraz,casa,69.000,2,2,,,Aquiraz,,26-08-2024  13:27
30,Linda casa de repasse Itaitinga,casa,40.000,2,2,80,1,Itaitinga,,26-08-2024  13:27
31,Excelente duplex em condominio no Eusébio em localização privilegiada,casa,550.014,3,3,100,,Eusébio,,26-08-2024  13:26
32,Casa duplex a Venda.,casa,140.000,3,2,103,1,Fortaleza, Bom Jardim,26-08-2024  13:00
33,Venda de casa,casa,100.000,3,3,,,Redenção, Antônio Diogo,26-08-2024  12:57
34,CASA DUPLEX,casa,,3,3,,,Fortaleza, Conjunto Palmeiras,26-08-2024  12:39
35,Lançamento de casas planas com 3 suites no Eusébio prox ao Centro,casa,320.033,3,2,95,,Eusébio,,26-08-2024  12:38
36,Lançamento de casas planas no Eusébio com 3 suites prox ao Centro,casa,320.000,3,2,95,,Eusébio,,26-08-2024  12:36
37,Residência de luxo com 5 suites no Alphaville Ceará,casa,3.290.000,5,5,350,,Eusébio,,26-08-2024  12:23
38,GE-Casa para REPASSE em Pedras na Jorge Figuereido - Fortaleza - CE,casa,85.000,3,2,87,1,Fortaleza, Pedras,26-08-2024  12:20
39,Vendo uma casa boa localização,casa,1,,,,,Fortaleza, Floresta,26-08-2024  12:18
40,CASA NOVA DE 3 PAVIMENTOS,casa,,2,3,48,,Fortaleza, Bela Vista,26-08-2024  12:13
41,Casa da caixa econômica de repasse,casa,50.000,2,2,80,1,Itaitinga, Barrocão,26-08-2024  12:11
42,"Residencia de luxo com 5 suites com paisagismo, poço e luminotecnico na Cidade Alpha",casa,3.290.329,5,5,350,,Eusébio,,26-08-2024  11:57
43,Imóvel para venda com 85 metros quadrados com 3 quartos em Pedras - Itaitinga - CE,casa,210.000,3,2,85,,Itaitinga,,26-08-2024  11:56
44,Imóvel para venda com 400 metros quadrados com 4 quartos em Centro - Eusébio - CE,casa,3.980.000,4,5,400,,Eusébio,,26-08-2024  11:56
45,Cidade Alpha Casa nova para venda com 04 Suites e piscina privativa,casa,1.650.000,4,2,245,,Eusébio,,26-08-2024  11:44
46,"Vendo. Aceito imovel, terreno e veículo na negociação",casa,220.000,2,2,69,,Fortaleza, Pedras,26-08-2024  11:36
47,Casa no parque santo Amaro,casa,,,,,,Fortaleza, Bom Jardim,26-08-2024  11:34
48,Casa,casa,0,3,4,,,Beberibe,,26-08-2024  11:28
49,Vendo casa boa prox ao bairro genibaú e da estação de trem de do São Miguel,casa,75.000,,,,,Caucaia, São Miguel (Jurema),26-08-2024  11:21
50,Vendo Casa no Itarema,casa,200.000,2,2,560,,Itarema,,26-08-2024  11:20
51,Vendo Casa com 3 quartos Sendo 2 Suítes na Av J,casa,310.000,3,3,190,,Fortaleza, Vila Velha,26-08-2024  11:20
52,Excelente casa em Itaitinga,casa,180.000,2,2,80,1,Itaitinga,,26-08-2024  11:13
53,Casa na Barra do Ceara,casa,198.789,3,2,155,,Fortaleza, Barra do Ceará,26-08-2024  11:11
54,Moradas Da Serra; Casas Em Condominio Fechado No Jereissate 3! Cód. 1KAPQIG,casa,195.000,2,1,45,1,Pacatuba, Senador Carlos Jereissati,26-08-2024  11:07
1,Oportunidade! Casa Nova com 3 quartos no bairro Granjeiro com área de 300 m2!,casa,310.000,3,2,300,,Crato, Parque Grangeiro,25-08-2024  13:11
2,VENDO CASA// DUPLEX,casa,115.000,2,2,45,,Fortaleza, Manoel Sátiro,25-08-2024  12:47
3,"Vendo excelente casa de 180m², recém reformada, com 3 quartos e 2 suítes conjugadas",casa,240.000,3,2,180,,Fortaleza, Quintino Cunha,25-08-2024  11:46
4,Vendo Casa Duplex 165m² - 4 Quartos - Parquelândia / Amadeu Furtado,casa,650.000,4,4,165,1,Fortaleza, Amadeu Furtado,25-08-2024  11:39
5,A sua hora chegou: casa moderna ao seu dispor,casa,432.000,3,2,92,,Eusébio,,26-08-2024  11:06
6,Duplex em condominio na Sapiranga com 3 suites e varanda gourmet,casa,490.012,3,3,130,,Eusébio,,26-08-2024  11:06
7,"A Casa dos Seus Sonhos, um verdadeiro luxo na Cidade Alpha",casa,2.100.100,4,4,296,,Eusébio,,26-08-2024  11:06
8,Casa nova com piscina e 4 suítes na Cidade Alpha,casa,1.650.116,4,4,250,,Eusébio,,26-08-2024  11:06
9,Casa na Cidade Alpha com energia solar e poço profundo toda mobiliada,casa,1.590.008,4,4,228,,Eusébio,,26-08-2024  11:06
10,"Excelentes Casas Na Monguba, 02 Quartos, Proximo Da Ce 060; Doc. Gratis! Cód. BFS5DG",casa,195.000,2,2,91,,Pacatuba, Pavuna,26-08-2024  11:05
11,"Casas No Luzardo Viana Em Maracanaú, Arquitetura Moderna, 100% Porcelanato Acabamento Fino",casa,324.900,3,2,89,,Maracanaú, Luzardo Viana,26-08-2024  11:04
12,"Casas C/ 02 Quartos Na Monguba Em Pacatuba, Excelente Acabamento! Cód. 1E31QIG",casa,195.000,2,2,85,,Pacatuba, Pavuna,26-08-2024  11:03
13,"Eusebio, Casas Com 3 Quartos Em Rua Privativa, Acabamento Fino! Cód. L0DQIG",casa,369.000,3,2,93,,Eusébio, Coité,26-08-2024  10:59
14,"Eusebio, Casas Plana C/ 3 Quartos; Acabamento Fino, Excelente Localização! Cód. 1P1O5DG",casa,450.000,3,3,100,,Eusébio, Coité,26-08-2024  10:57
15,Excelente Duplex Em Condominio Fechado Na Monguba! Cód. QTE5DG,casa,175.000,2,2,77,1,Pacatuba, Pavuna,26-08-2024  10:53
16,Casa- Timbó,casa,185.000,4,3,,,Maracanaú,,26-08-2024  10:51
17,Casa a venda,casa,,2,1,108,1,Caucaia, Cabatan,26-08-2024  10:51
18,Casa no Jardim Iracema,casa,270.000,2,1,,,Fortaleza, Barra do Ceará,26-08-2024  10:50
19,"Casas Duplex De Altissimo Padrão No Luzardo Viana, 100% Porcelanato Acabamento Fino! Cód.",casa,459.900,3,3,131,,Maracanaú, Luzardo Viana,26-08-2024  10:48
20,Casa sensacional com projeto exclusivo no Jardins de Murano,casa,1.557.000,4,4,244,,Eusébio,,26-08-2024  10:47
21,"Casa Duplex, 350m² - Dunas, Fortaleza/CE",casa,1.030.000,4,5,350,,Fortaleza, De Lourdes,26-08-2024  10:43
22,"Casa Duplex, 150m² - Sapiranga, Fortaleza/CE",casa,640.000,4,4,150,,Fortaleza, Sapiranga-Coité,26-08-2024  10:43
23,Casa Mansão Dunas - 600m² - De Lourdes - Fortaleza - CE,casa,1.900.000,5,5,600,,Fortaleza, Praia do Futuro I,26-08-2024  10:40
24,"Eusebio, Lindos Duplex Com 3 Quartos Viz. Ao Quintas Do Lago; 100M Da Ce 010! Cód. BNC5DG",casa,530.000,3,3,122,,Eusébio, Coaçu,26-08-2024  10:39
25,"Maraponga, Casas De Alto Padrão; 800M Do Carajas Home Center, Acabamento Fino! Cód. 31U5DG",casa,389.900,3,4,94,,Fortaleza, Mondubim,26-08-2024  10:36
26,Casa Plana De 3 Quartos No Bairro Alvorada Em Pacatuba 300 Metros Da Ce 060! Cód. MA85DG,casa,215.000,3,2,98,,Pacatuba, Pavuna,26-08-2024  10:36
27,CAUCAIA - Casa Padrão - Iparana,casa,440.000,3,1,170,,Caucaia, Iparana,26-08-2024  10:32
28,Vendo Casa Mansão no Beach Park 4 Suítes Piscina Poço Vista Sensacional,casa,799.990,4,5,270,,Aquiraz,,26-08-2024  10:29
29,Casa com 3 suítes em Fortaleza,casa,695.000,3,3,134,,Fortaleza, São Bento,26-08-2024  10:29
30,GE-Casa para venda com 3 quartos em Pedras - Fortaleza - CE,casa,235.000,3,2,90,,Fortaleza, Pedras,26-08-2024  10:28
31,Imóvel para venda tem 68 metros quadrados com 1 quarto em Centro - Fortaleza - CE,casa,210.000,,,,,Fortaleza, Centro,26-08-2024  10:25
32,GE-Casa para venda com 2 quartos em Pedras próximo a Jorge Figuereido - Fortaleza - CE,casa,203.000,2,2,87,1,Fortaleza, Pedras,26-08-2024  10:18
33,Casa Nova à Venda em Quixadá Ce,casa,298.000,3,2,99,,Quixadá, Combate,26-08-2024  10:06
34,Imóvel para venda com 100 metros quadrados com 3 quartos em Jóquei Clube - Fortaleza - CE,casa,150.000,3,1,100,,Fortaleza, Jóquei Clube,26-08-2024  10:00
35,Duplex oportunidade chegou,casa,320.000,4,2,130,1,Fortaleza, Henrique Jorge,26-08-2024  10:00
36,Casa para quem é atraído e quer morar com excelência.,casa,730.000,3,2,220,,Fortaleza, João XXIII,26-08-2024  09:58
37,Vende-se casa,casa,60.000,,,,,Fortaleza, Prefeito José Walter,26-08-2024  09:55
38,Casa plana de alto padrão com 3 suites por trás do shopping Eusébio,casa,590.059,3,3,120,,Eusébio,,26-08-2024  09:39
39,Duplex de esquina alto padrão porteira fechada no Alphaville Ceará,casa,2.499.999,4,4,548,,Eusébio,,26-08-2024  09:39
40,Imóvel para venda possui 92 metros quadrados com 3 quartos em Jardim Guanabara - Fortaleza,casa,160.000,3,1,92,,Fortaleza, Jardim Guanabara,26-08-2024  09:23
41,VERAS VENDE CASA EM CONDOMÍNIO NO LAKE VIEW,casa,960.000,4,5,180,,Fortaleza, Sabiaguaba,26-08-2024  09:21
42,Casa duplex com ponto comercial.,casa,380.000,5,3,181,,Caucaia, Parque Potira (Jurema),26-08-2024  09:15
43,Casa de condomínio para venda tem 400 metros quadrados com 4 quartos em Pires Façanha - Eu,casa,3.300.000,4,5,400,,Eusébio, Pires Façanha,26-08-2024  09:08
44,Casa de condomínio sobrado para venda com 499 metros quadrados com 5 quartos,casa,4.300.000,5,4,499,,Aquiraz,,26-08-2024  09:08
45,Sobrado para venda com 339 metros quadrados com 5 quartos em Pires Façanha - Eusébio - CE,casa,3.400.000,5,5,339,,Eusébio, Pires Façanha,26-08-2024  09:08
46,Casa de condomínio sobrado para venda tem 348 metros quadrados com 4 quartos (AMANDA),casa,1.890.000,4,5,348,,Eusébio, Cidade Alpha,26-08-2024  09:08
47,Charmosa casa plana 100m2 03 quartos 02 banheiros Deck Gourmet integrado a cozinha amplo j,casa,369.000,3,2,100,1,Caucaia, Grilo,26-08-2024  08:59
48,VERAS VENDE Casa 7 quartos na beira da praia de Icapuí- Ceará,casa,550.000,5,5,400,,Icapuí,,26-08-2024  08:48
49,Gol seleção G6 1.0 2014,casa,34.500,,,,,Fortaleza, Álvaro Weyne,26-08-2024  08:48
50,Vendo casa em Aquiraz com energia solar,casa,450.000,3,2,150,,Aquiraz,,26-08-2024  08:46
51,? VERAS VENDE CASA COM TERRENO 1.500M² COM CASA NO PORTO DAS DUNAS - AQUIRAZ-CE,casa,700.000,4,4,467,,Aquiraz,,26-08-2024  08:46
52,VERAS VENDE IGREJA NO CENTRO DE FORTALEZA,casa,300.000,3,3,166,,Fortaleza, Centro,26-08-2024  08:46
53,VERAS VENDE CASA DUPLEX 4 SUÍTES NA SAPIRANGA,casa,680.000,4,5,432,,Fortaleza, Sapiranga-Coité,26-08-2024  08:45
54,PARA INVESTIDORES! VENDO CASA JÁ ALUGADA DE 2 QUARTOS PRÓX A AVENIDA ILUMINADA EM PINDORET,casa,120.000,2,1,65,1,Pindoretama,,26-08-2024  08:45
1,"Casa Plana no Eusébio, próximo ao Centro",casa,185.000,2,2,64,,Eusébio,,25-08-2024  10:50
2,Casa em Cond. Fechado Lagoa Redonda,casa,580.000,4,5,195,,Fortaleza, Lagoa Redonda,25-08-2024  10:40
3,Casa pronta para morar em um dos melhores condomínios do Ceará,casa,5.300.000,5,5,460,,Eusébio, Centro,25-08-2024  09:46
4,Linda Casa na Serra de Guaramiranga 3 quartos à venda,casa,380.000,3,1,570,,Guaramiranga,,25-08-2024  09:32
5,VERAS VENDE Luxuosa Casa Triplex no Luciano Cavalcante,casa,1.490.000,5,5,550,,Fortaleza, Engenheiro Luciano Cavalcante,26-08-2024  08:45
6,VERAS VENDE CASA 428m² NA AV. JOSÉ LEON,casa,2.200.000,4,5,428,,Fortaleza, Parque Manibura,26-08-2024  08:45
7,VERAS VENDE CASA EM CONDOMÍNIO NA LAGOA REDONDA,casa,185.000,2,3,60,,Fortaleza, Lagoa Redonda,26-08-2024  08:45
8,PARA INVESTIDORES - VERAS VENDE CASA PRÓXIMO AO BEACH PARK - AQUIRAZ - CE,casa,1.500.000,5,5,841,,Aquiraz,,26-08-2024  08:44
9,VERÁS VENDE CASA NO PADRE ANDRADE - FORTALEZA,casa,320.000,3,3,100,,Fortaleza, Padre Andrade,26-08-2024  08:44
10,VERAS VENDE Casa aconchegante de 5 suites no Edson Queiroz,casa,890.000,5,5,278,,Fortaleza, Edson Queiroz,26-08-2024  08:43
11,VERAS VENDE CASA MOBILIADA NA BEIRA DA PRAIA DE CAPONGA - CASCAVEL - CE,casa,1.200.000,5,5,450,,Cascavel,,26-08-2024  08:43
